Stats Model MSE,GAN MSE,ABC-GAN MSE,Stats Model MAE,GAN MAE,ABC-GAN MAE,Stats Manhattan Distance,GAN Manhattan Distance,ABC-GAN Manhattan Distance,Stats Model Euclidean Distance,GAN Euclidean Distance,ABC-GAN Euclidean Distance
0.2593573358905904,0.6715062331874171,0.9568448189816414,0.3559924576478398,0.4737890783088105,0.6524273984095251,180.13218356980698,239.7372736242581,330.1282635952197,11.455776357830963,18.433157556985325,22.00362793414262
