Stats Model MSE,GAN MSE,ABC-GAN MSE,Stats Model MAE,GAN MAE,ABC-GAN MAE,Stats Manhattan Distance,GAN Manhattan Distance,ABC-GAN Manhattan Distance,Stats Model Euclidean Distance,GAN Euclidean Distance,ABC-GAN Euclidean Distance
0.3937673148001949,1.1164072014910849,1.2802939155907973,0.4603097314845343,0.8135946538145433,0.8326189850237715,9500.792857840757,16792.593654732173,17185.255850890644,90.15185731573169,151.79796405703652,162.55639129655634
