iter	RMSE
0	1.001263198
1	0.991161774
2	0.983070964
3	0.9733331441
4	0.9656513576
5	0.9568925728
6	0.9459976959
7	0.9371516682
8	0.929425494
9	0.9203071202
10	0.9115015654
11	0.9011792546
12	0.8915590727
13	0.8845931438
14	0.8783422296
15	0.8707991302
16	0.8628976917
17	0.8561125823
18	0.8461040889
19	0.8385657891
20	0.8305885124
21	0.8214772629
22	0.8129761835
23	0.8063075109
24	0.7989503208
25	0.7920275641
26	0.7848415526
27	0.7772274453
28	0.7697514331
29	0.7620139396
30	0.7551509373
31	0.7479073274
32	0.7425647325
33	0.7356118361
34	0.7295272638
35	0.7230359109
36	0.7160434864
37	0.7106371244
38	0.7051639841
39	0.700311665
40	0.6926710744
41	0.6861434501
42	0.6803829232
43	0.6740008062
44	0.6678901189
45	0.6629227302
46	0.6577961483
47	0.651835745
48	0.6461436102
49	0.6422625566
50	0.6363288349
51	0.6312377381
52	0.6254516573
53	0.6207504659
54	0.6148614847
55	0.611390847
56	0.6067357179
57	0.6007218944
58	0.5964816155
59	0.5921759036
60	0.5862950978
61	0.5827733054
62	0.5776082596
63	0.5745864799
64	0.5692209699
65	0.5639429243
66	0.55905161
67	0.5555217124
68	0.5512205825
69	0.5464254243
70	0.5421949843
71	0.5378578388
72	0.5329892619
73	0.5283612226
74	0.5242361876
75	0.520950674
76	0.5166161933
77	0.5128987844
78	0.5081385117
79	0.5045728159
80	0.500620858
81	0.4969270198
82	0.4929091173
83	0.4882003911
84	0.4843450467
85	0.4803823969
86	0.4765558225
87	0.4728493671
88	0.4695591106
89	0.4660684576
90	0.4627055481
91	0.4586139422
92	0.4548177035
93	0.451172037
94	0.4477452779
95	0.4448233965
96	0.4415437141
97	0.4381505126
98	0.4342617575
99	0.4309007209
100	0.428475569
101	0.4251164937
102	0.4215697607
103	0.4182723821
104	0.4153636696
105	0.4125586057
106	0.409568336
107	0.4067247034
108	0.4039279639
109	0.4007209062
110	0.398100953
111	0.3956001852
112	0.392643145
113	0.3903792975
114	0.3875242746
115	0.3845364496
116	0.3818039419
117	0.3793721644
118	0.377268913
119	0.3747340006
120	0.3725513153
121	0.3694432544
122	0.367029809
123	0.3644892367
124	0.3615803166
125	0.3590424865
126	0.3560385145
127	0.353664903
128	0.3512907194
129	0.3490164522
130	0.3467200544
131	0.3445863372
132	0.3432869888
133	0.3410877887
134	0.338477832
135	0.3365133287
136	0.334421919
137	0.3317139674
138	0.3296569345
139	0.3270701801
140	0.3248071352
141	0.32238675
142	0.3204568178
143	0.3187419562
144	0.3166090698
145	0.3139673057
146	0.3120726109
147	0.3101280789
148	0.307798847
149	0.3057780469
150	0.3037244682
151	0.302044019
152	0.3000142068
153	0.2982114342
154	0.2964919936
155	0.2944130237
156	0.2924622365
157	0.290925961
158	0.2889678969
159	0.2870545286
160	0.2852822868
161	0.2830961224
