iter	RMSE
0	1.017707974
1	1.006171112
2	0.9950666651
3	0.9845155016
4	0.9681370086
5	0.9561413746
6	0.9450194137
7	0.931673174
8	0.9199622888
9	0.9066102154
10	0.8959080591
11	0.8820257898
12	0.868679552
13	0.8573171256
14	0.845743214
15	0.8349931242
16	0.8224293371
17	0.8135462833
18	0.804286808
19	0.7915587441
20	0.7808522411
21	0.7696015699
22	0.7593687016
23	0.7504560205
24	0.7430385434
25	0.7306238378
26	0.722279671
27	0.7132425394
28	0.7033673444
29	0.6933974879
30	0.685184966
31	0.6768517475
32	0.6691739945
33	0.6614433142
34	0.6535580997
35	0.6449681872
36	0.6363296066
37	0.6285385077
38	0.6200470325
39	0.6117992229
40	0.6053140926
41	0.5981481005
42	0.590322865
43	0.5826613442
44	0.5756290709
45	0.5684933243
46	0.5607445391
47	0.5546948968
48	0.5480868854
49	0.5420760275
50	0.5335532272
51	0.5270690341
52	0.5217832673
53	0.5166989138
54	0.5087590459
55	0.5032365246
56	0.4960925186
57	0.4901289154
58	0.4829010455
59	0.4757476687
60	0.469678888
61	0.4645000083
62	0.4593312472
63	0.4525532171
64	0.4476705721
65	0.4417202305
66	0.4365968269
67	0.4315208575
68	0.4262612317
69	0.4220684866
70	0.4175545175
71	0.4124358149
72	0.4083575454
73	0.4039352224
74	0.399563967
75	0.395260616
76	0.3906301131
77	0.3861679282
78	0.3819327715
79	0.3776314835
80	0.3738918824
81	0.3691233105
82	0.3647734095
83	0.3605582219
84	0.3564333196
85	0.3523738463
86	0.3489884947
87	0.3451242721
88	0.3416081738
89	0.3381918073
90	0.3350437498
91	0.3314264007
92	0.3278297691
93	0.3245412836
94	0.321144168
95	0.3176458702
96	0.3142587707
97	0.3112370304
98	0.3071326494
99	0.3030294735
100	0.2995867312
101	0.2961229297
102	0.2930900569
103	0.2899661087
104	0.286536914
105	0.2836276053
106	0.2805242782
107	0.2774241405
108	0.2744451071
109	0.2712673063
110	0.2684561025
111	0.2655241701
112	0.2629284068
113	0.2601951936
114	0.2575157714
115	0.2550419505
116	0.2525775539
117	0.2506120352
118	0.247396168
119	0.2455627086
120	0.243242396
121	0.2404985231
122	0.2379083271
123	0.2357004877
124	0.2329990532
125	0.2307450399
126	0.2284401809
127	0.2261495884
128	0.2238378565
129	0.2217506162
130	0.21971878
131	0.2175304395
132	0.2154972679
133	0.2129773629
134	0.2109650331
135	0.2091255015
136	0.2075298172
137	0.2053648328
138	0.2035066956
139	0.2017772177
140	0.1998109783
141	0.1975076356
142	0.1956628852
143	0.1936125371
