iter	RMSE
0	0.9771784293
1	0.9570755381
2	0.9383924248
3	0.923975958
4	0.9070226441
5	0.8937690101
6	0.8801430553
7	0.8643585298
8	0.8492741436
9	0.8336312273
10	0.8185877343
11	0.8037447266
12	0.7891958096
13	0.7747281782
14	0.7632244621
15	0.7508992166
16	0.7378700879
17	0.7269040962
18	0.7153299789
19	0.7034286189
20	0.6899864045
21	0.6789639889
22	0.6666983982
23	0.6579134272
24	0.6474208832
25	0.6391647395
26	0.6303489029
27	0.6206594086
28	0.6113213031
29	0.6013423242
30	0.5910794792
31	0.5830745516
32	0.5765936459
33	0.5688093565
34	0.5629118653
35	0.5556606657
36	0.5493862034
37	0.5429257049
38	0.5353633505
39	0.5275486145
40	0.5211183691
41	0.5137587166
42	0.5076059377
43	0.5008158977
44	0.4952519424
45	0.4886625107
46	0.483671768
47	0.477536172
48	0.4711508295
49	0.4659299385
50	0.460614656
51	0.4562519382
52	0.4506090818
53	0.4475412963
54	0.4428147205
55	0.4391675468
56	0.4355186505
57	0.4311342542
58	0.4267831221
59	0.4241959703
60	0.4199554524
61	0.4161663304
62	0.4132957516
63	0.4095639217
64	0.4064651772
65	0.4025558965
66	0.3991279794
67	0.3954703322
68	0.3923016232
69	0.3896814644
70	0.3863486851
71	0.3828469661
72	0.3803758013
73	0.377122435
74	0.3741051704
75	0.3717352307
76	0.3688300611
77	0.3666986748
78	0.364651961
79	0.3623074557
80	0.3598919001
81	0.3575993026
82	0.3554442908
83	0.3533142949
84	0.3506807493
85	0.3483961508
86	0.3465484113
87	0.3442491904
88	0.3417878607
89	0.3398072994
90	0.3372719135
91	0.3356112206
92	0.3342895493
93	0.3316840966
94	0.3292131081
95	0.3269582272
96	0.325020302
97	0.3231928353
98	0.3216396178
99	0.3199523392
100	0.3183730476
101	0.3163921275
102	0.3153693634
103	0.3137007762
104	0.3123277064
105	0.3107367367
106	0.3086484969
107	0.306463783
108	0.3051788413
109	0.3033385156
110	0.3020042455
111	0.3003384401
112	0.2986986559
113	0.2977216132
114	0.2961315879
115	0.2948123041
116	0.2937529519
117	0.2927358834
118	0.2915649823
119	0.290820196
120	0.2897756597
121	0.2887238688
122	0.2876966437
123	0.2860843459
124	0.2852303501
125	0.2841522657
126	0.2828346572
127	0.281908204
128	0.2808038248
129	0.279810289
130	0.278987912
131	0.2777335445
132	0.2772853281
133	0.2762122495
134	0.2752472251
135	0.274079286
136	0.2732438078
137	0.2725535784
138	0.2716854925
139	0.2711153791
140	0.2702102616
141	0.2694582633
142	0.2687909405
143	0.2677225958
144	0.2670004198
145	0.2663005807
146	0.2654395576
147	0.2646742076
148	0.2638908488
149	0.2630947994
150	0.2621202878
151	0.2613158754
152	0.2604429379
153	0.259737416
154	0.2590813621
155	0.2582715172
156	0.257317718
157	0.2564371036
158	0.2557569263
159	0.2551936769
160	0.254319015
161	0.2536211013
162	0.2530506583
163	0.2524150875
164	0.2519249423
165	0.2513775181
166	0.2505493394
167	0.2499437893
168	0.2493118862
169	0.2486359734
170	0.2478054309
171	0.2472570128
172	0.2467545221
173	0.2461241873
174	0.2455871838
175	0.2452177959
176	0.2446700742
177	0.2440815323
178	0.2436127925
179	0.2430371667
180	0.242186973
181	0.2414334339
182	0.24091082
183	0.240313882
184	0.2394223829
185	0.2386372062
186	0.2378249896
187	0.2369082497
188	0.2364146872
189	0.2358266276
190	0.2350244363
191	0.2344586893
192	0.2339088722
193	0.2331773896
194	0.2326026516
195	0.2319557349
196	0.231547239
197	0.2309085191
198	0.2300720807
199	0.2295031216
200	0.2287118039
201	0.2283613598
202	0.2277976587
203	0.2272368833
204	0.2265375388
205	0.2258971013
206	0.2253753547
207	0.2248653297
208	0.2244614822
209	0.2239529978
210	0.223220417
211	0.2226813966
212	0.2223622993
213	0.2218007594
214	0.2212643104
215	0.2207885209
216	0.2201549357
217	0.2196632511
218	0.2188589486
219	0.218279119
220	0.217758683
221	0.2173063055
222	0.2168155261
223	0.2164255896
224	0.2159841336
225	0.2153850057
226	0.2148305857
227	0.2143404385
228	0.2137756081
229	0.2134730925
230	0.2130482314
231	0.2124284337
232	0.211894435
233	0.2110497132
234	0.2105372684
235	0.2097375322
236	0.2091745011
237	0.2087112733
238	0.208142777
239	0.2077105817
240	0.2072006612
241	0.206679665
242	0.2062007877
243	0.2056757874
244	0.2051822192
245	0.2049163292
246	0.2045095811
