Mean,Variance,Stats Model MSE,GAN MSE,ABC-GAN MSE,Stats Model MAE,GAN MAE,ABC-GAN MAE,Stats Manhattan Distance,GAN Manhattan Distance,ABC-GAN Manhattan Distance,Stats Model Euclidean Distance,GAN Euclidean Distance,ABC-GAN Euclidean Distance,GAN Model n_epochs,ABC-GAN Model n_epochs
1.0,1.0,0.2593573358905904,0.15567000271032408,0.08666276920232699,0.3559924576478399,0.2991451200067172,0.1743147940847456,180.1321835698068,151.3674307233989,88.20328580688127,11.45577635783096,8.8749706463247,6.6179492369336606,995,437
1.0,0.1,0.2593573358905904,0.11014941394713144,0.17492053433372423,0.3559924576478399,0.22184729290135174,0.3155949820625364,180.1321835698068,112.25473020808398,159.69106092364342,11.45577635783096,7.465413074242087,9.400412934129145,384,515
1.0,0.01,0.2593573358905904,0.16513937177081148,0.10080537411138933,0.3559924576478399,0.1980050736176174,0.23773852199683493,180.1321835698068,100.1905672505144,120.29569213039846,11.45577635783096,9.140868907421206,7.1412355855117315,780,497
0.0,1.0,0.2593573358905904,0.5559295913541342,0.08796630913486692,0.3559924576478399,0.6110863684943653,0.21166687013337337,180.1321835698068,309.2097024581488,107.10343628748693,11.45577635783096,16.77183544480815,6.66726532761075,419,429
0.0,0.1,0.2593573358905904,0.1308211864979585,0.2756211339886312,0.3559924576478399,0.2622532955651418,0.36184553399091596,180.1321835698068,132.70016755596177,183.09384019940347,11.45577635783096,8.135952786695084,11.803644703910923,528,290
0.0,0.01,0.2593573358905904,0.10981848602728503,0.22842689836809227,0.3559924576478399,0.23463513968394253,0.32837431393209254,180.1321835698068,118.72538068007492,166.15740284963883,11.45577635783096,7.454238339595602,10.74860051981184,406,476
