iter	Passed	Remaining
0	56	56940
1	57	28788
2	58	19408
3	58	14681
4	59	11815
5	59	9910
6	60	8560
7	60	7538
8	61	6752
9	61	6125
10	62	5613
11	62	5173
12	63	4796
13	63	4493
14	64	4222
15	64	3977
16	65	3778
17	65	3585
18	66	3418
19	66	3264
20	67	3123
21	67	2994
22	67	2874
23	68	2768
24	68	2668
25	68	2582
26	69	2503
27	69	2427
28	70	2352
29	70	2286
30	71	2224
31	71	2169
32	72	2112
33	72	2063
34	73	2016
35	73	1972
36	74	1931
37	74	1893
38	75	1853
39	75	1814
40	75	1775
41	76	1739
42	76	1707
43	77	1674
44	77	1643
45	77	1612
46	78	1584
47	78	1559
48	79	1534
49	79	1510
50	80	1490
51	80	1465
52	80	1445
53	81	1423
54	81	1402
55	82	1384
56	82	1366
57	83	1348
58	83	1331
59	83	1315
60	84	1298
61	84	1280
62	85	1265
63	85	1249
64	86	1237
65	86	1223
66	86	1209
67	87	1197
68	87	1184
69	88	1172
70	88	1161
71	89	1149
72	89	1140
73	90	1130
74	90	1119
75	91	1108
76	91	1096
77	91	1084
78	92	1073
79	92	1062
80	92	1052
81	93	1044
82	94	1043
83	94	1034
84	95	1027
85	95	1017
86	96	1008
87	96	999
88	97	994
89	97	986
90	97	977
91	98	971
92	98	964
93	99	957
94	99	949
95	100	942
96	100	936
97	101	930
98	101	924
99	102	919
100	102	911
101	102	904
102	103	897
103	103	892
104	103	885
105	104	878
106	104	873
107	105	867
108	105	864
109	106	860
110	106	853
111	107	848
112	107	844
113	107	838
114	108	834
115	108	830
116	109	824
117	109	820
118	110	817
119	110	811
120	111	806
121	111	803
122	111	797
123	112	793
124	112	789
125	113	785
126	113	781
127	114	777
128	114	773
129	114	769
130	115	764
131	115	761
132	116	757
133	116	754
134	117	750
135	117	746
136	117	742
137	118	739
138	118	735
139	119	731
140	119	727
141	119	724
142	120	721
143	120	718
144	121	715
145	121	711
146	122	708
147	122	706
148	122	702
149	123	699
150	123	696
151	124	694
152	124	691
153	125	688
154	125	685
155	126	683
156	126	680
157	127	678
158	127	674
159	128	673
160	128	670
161	129	668
162	129	665
163	130	663
164	130	660
165	131	658
166	131	656
167	132	654
168	132	651
169	133	649
170	133	647
171	134	645
172	134	643
173	135	640
174	135	638
175	135	636
176	136	633
177	136	631
178	137	629
179	137	627
180	138	625
181	138	623
182	139	621
183	139	619
184	140	617
185	140	615
186	140	612
187	141	611
188	142	609
189	142	608
190	143	606
191	143	605
192	144	603
193	144	601
194	145	598
195	145	597
196	146	596
197	146	594
198	147	593
199	147	591
200	148	590
201	148	588
202	149	585
203	149	584
204	150	582
205	150	580
206	150	577
207	151	575
208	151	573
209	152	572
210	152	570
211	153	568
212	153	566
213	153	565
214	154	563
215	155	563
216	155	561
217	156	561
218	157	561
219	157	559
220	158	557
221	158	555
222	158	553
223	159	551
224	159	550
225	160	548
226	160	546
227	161	545
228	161	543
229	162	542
230	162	541
231	162	539
232	163	537
233	163	535
