iter	RMSE
0	1.03964854
1	1.028294912
2	1.017860873
3	1.006497148
4	0.9974654345
5	0.9874624538
6	0.9756680502
7	0.9683667914
8	0.9591508644
9	0.9488885301
10	0.9404378018
11	0.9302219319
12	0.9208017931
13	0.9130371442
14	0.9057209626
15	0.8972179573
16	0.8891601086
17	0.8806171354
18	0.8728543944
19	0.8650525256
20	0.8566113309
21	0.8474611136
22	0.8405674491
23	0.8302162645
24	0.8214925284
25	0.8144751644
26	0.8074530896
27	0.7978559112
28	0.7911051707
29	0.7843250334
30	0.7756945072
31	0.7678999049
32	0.7615337043
33	0.7538006951
34	0.7460791634
35	0.7386182612
36	0.7322327069
37	0.7259431113
38	0.7185496684
39	0.7105382228
40	0.7036577602
41	0.6968844605
42	0.691102411
43	0.6834942851
44	0.6761396992
45	0.6707562403
46	0.665939007
47	0.6600451986
48	0.6547736663
49	0.6476473965
50	0.6418602986
51	0.6361043753
52	0.6305807931
53	0.6254739489
54	0.6189319439
55	0.6137631713
56	0.6083003509
57	0.6025483023
58	0.598476624
59	0.5931736426
60	0.5884819558
61	0.5842364281
62	0.579421466
63	0.5748431385
64	0.5697253281
65	0.5653764984
66	0.5609923455
67	0.5565354363
68	0.5508419914
69	0.5465327241
70	0.5426957339
71	0.5381195145
72	0.5339972816
73	0.5291020601
74	0.5247837483
75	0.5208919073
76	0.5170203824
77	0.5131609488
78	0.5098735245
79	0.5064306229
80	0.5021714423
81	0.4977917573
82	0.4920440097
83	0.4884398753
84	0.4839373301
85	0.4804513803
86	0.4772624761
87	0.473691211
88	0.4706034068
89	0.4673206888
90	0.4639732313
91	0.4598749605
92	0.4566391157
93	0.4519102539
94	0.4480684006
95	0.4443717772
96	0.4410376967
97	0.4379067549
98	0.4338556356
99	0.4300814985
100	0.4269000179
101	0.4238336158
102	0.4210454924
103	0.4182891746
104	0.4153727208
105	0.4120294994
106	0.4085047122
107	0.4059243026
108	0.4030300692
109	0.3998247953
110	0.3971102578
111	0.3947416397
112	0.3920428405
113	0.3892181998
114	0.386624643
115	0.3841287836
116	0.3813729482
117	0.3783130548
118	0.3759850045
119	0.3732111323
120	0.3707027682
121	0.368563297
122	0.3657601996
123	0.3631525764
124	0.3609322506
125	0.3585968962
126	0.3560008623
127	0.352950643
128	0.3508490637
129	0.3486474964
130	0.3462783723
131	0.3443021782
132	0.3421978359
133	0.3398610495
134	0.3374870076
135	0.3357488309
136	0.333445811
137	0.3310131228
138	0.3286070642
139	0.326066009
140	0.3243080046
141	0.3221038713
142	0.3195861088
143	0.3170662441
144	0.3149044339
145	0.313087449
146	0.3114365285
147	0.3096847539
148	0.307227635
149	0.305207753
150	0.3034208142
151	0.3013971118
152	0.299831092
153	0.2983435018
154	0.2964013467
155	0.2948696388
156	0.2929848141
157	0.2915854874
158	0.2896433409
159	0.2876081165
160	0.2856701065
161	0.2842629358
162	0.2824657954
163	0.2806183703
164	0.279512084
165	0.2778862365
166	0.2762356321
167	0.2746234619
168	0.272850964
169	0.2711928901
170	0.2692659437
171	0.267245598
172	0.2656672379
173	0.2635870472
174	0.2614888795
175	0.2595763102
176	0.2578753575
177	0.2562519575
178	0.2545813601
179	0.2529426486
180	0.2515073607
181	0.2501348266
182	0.2485513195
183	0.2466911095
184	0.2452541263
185	0.2436887011
186	0.2425455384
187	0.2405926094
188	0.2388315906
189	0.237586293
190	0.235996405
191	0.2344161762
192	0.2324475212
193	0.2309798746
194	0.2297815886
195	0.2282741672
196	0.2267392285
197	0.2252668183
198	0.2232362657
199	0.2214032598
200	0.2198017393
201	0.2185405515
202	0.2169075079
203	0.2155204412
204	0.2143228962
205	0.2129596365
206	0.2113951048
207	0.2099896873
208	0.2085297125
209	0.2070133187
210	0.2053650261
211	0.204110891
212	0.202604679
213	0.2012209299
214	0.2001409462
215	0.1992674883
216	0.1981886114
217	0.196964853
218	0.1958471074
219	0.194381519
220	0.1929950988
221	0.1915664784
222	0.190150139
223	0.1886929599
224	0.1873058521
225	0.1862557105
226	0.1853095605
227	0.1840456022
228	0.1828242098
229	0.1815706498
230	0.1803573835
231	0.1791156153
232	0.177768902
233	0.1765387027
234	0.1752075049
235	0.1738725777
236	0.1727048677
237	0.1713286547
238	0.1701112171
239	0.1690949793
240	0.1684888153
241	0.1674940221
242	0.1662903083
243	0.1650898424
244	0.1639727496
245	0.1629747674
246	0.1617090717
247	0.1604123689
248	0.1593006339
249	0.1580224632
250	0.156921372
251	0.1558865005
252	0.1548597871
253	0.1537502139
254	0.1528621509
255	0.1520084454
256	0.1511696072
257	0.1502840346
258	0.1493926808
259	0.1482185288
260	0.1472386906
261	0.146361807
262	0.1451603331
263	0.1442408931
264	0.1432662357
265	0.1422399847
266	0.1412078168
267	0.1402276433
268	0.1391213377
269	0.1380673172
270	0.1372597421
271	0.1362254036
272	0.1353075718
273	0.1342698698
274	0.1333714287
275	0.1324351901
276	0.131475766
277	0.1306513401
278	0.1299287941
279	0.1289263292
280	0.1281468174
281	0.1272885421
282	0.1265335304
283	0.1255701025
284	0.1247285686
285	0.1238859043
286	0.1231873889
287	0.1224505316
288	0.1217020115
289	0.1208713739
290	0.1201672142
291	0.1194334202
292	0.118622327
293	0.1178298617
294	0.116827179
295	0.1160623437
296	0.1153295095
297	0.1146808631
298	0.1139617999
299	0.113277602
300	0.1126395578
301	0.1118531283
302	0.1112333336
303	0.1105340273
304	0.109890591
305	0.1091667981
306	0.1083446407
307	0.1077497704
308	0.1067856462
309	0.1060143986
310	0.1054261282
311	0.1045723133
312	0.1039618633
313	0.103399122
314	0.1028484015
315	0.1020474267
316	0.101369834
317	0.10084925
318	0.1001071224
319	0.09952328317
320	0.09900607552
321	0.09831284404
322	0.09761967874
323	0.09690024211
324	0.09610724161
325	0.0956154376
326	0.09513751979
327	0.09442297097
328	0.09395995043
329	0.09330581913
330	0.09265214978
331	0.09191559909
332	0.09127415673
333	0.09064673366
334	0.09020510096
335	0.08951529922
336	0.08908632412
337	0.08845220403
